label,tweet
1,"['koran', 'rakyat', 'merdeka', 'vaksin', 'covid', 'warga', 'indonesia', 'sandang', 'disabilitas', 'layak', 'tara', 'vaksinasi', 'vaksinasi', 'vaksin', 'vaksinasinasional', 'nasional', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']"
1,"['ayo', 'mari', 'vaksin', 'keluarga', 'putus', 'rantai', 'sebar', 'covid', 'vaksinasinasional', 'vaksinselamatkanbangsa']"
1,"['vaksinasinasional', 'lansia', 'aman', 'efektif', 'cegah', 'sebar', 'virus', 'corona']"
1,"['banget', 'sentra', 'vaksin', 'luas', 'daerah', 'jakarta', 'tolong', 'yuk', 'bumn', 'lagi', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']"
1,"['temanpemilih', 'rangka', 'ikut', 'program', 'perintah', 'sekretariat', 'jenderal', 'kpu', 'indonesia', 'gelar', 'vaksinasi', 'rencana', 'alur', 'kpumelayani', 'vaksinasinasional']"
1,"['bio', 'farma', 'datang', 'juta', 'dosis', 'sinopharm', 'vaksinasi', 'gotong', 'royong', 'rijal', 'vaksinasinasional', 'vaksinasinyamanbumn', 'suarapemerintah']"
1,"['disiplin', 'prokes', 'vaksinasi', 'massal', 'dukung', 'komponen', 'bangsa', 'vaksinasinasional']"
1,"['ketua', 'dmi', 'masjid', 'vaksinasi', 'covid', 'vaksinasinasional']"
1,"['langkah', 'siap', 'vaksinasi', 'covid', 'vaksinasinasional', 'vaksinuntukindonesia']"
0,"['impor', 'beras', 'perintah', 'butuh', 'rakyat', 'penuh', 'pandemi', 'jokowi', 'vaksinasinasional']"
1,"['bukti', 'aman', 'kandung', 'bahan', 'bahaya', 'vaksinasinasional']"
0,"['vaksin', 'kaya', 'rebut', 'sembako', 'cepat', 'vaksinasinasional']"
0,"['om', 'didu', 'om', 'didu', 'msih', 'tidak', 'brubah', 'perangai', 'om', 'msih', 'sadar', 'tabur', 'jaga', 'tuai', 'sekarang', 'keluar', 'lagi', 'kaya', 'gitu', 'ntar', 'om', 'sadar', 'om', 'sadar', 'tuham', 'tidak', 'suka', 'vaksinasinasional', 'didu', 'kemarin', 'kaum', 'belatung', 'nangka', 'muncul', 'tinggal', 'pitek']"
0,"['jokowi', 'truk', 'pinokio', 'download', 'aplikasi', 'baharu', 'berita', 'baru', 'dapat', 'android', 'jokowi', 'truk', 'pinokio', 'vaksinasinasional']"
0,"['kemaren', 'teriak', 'teriak', 'india', 'covid', 'lonjak', 'ini', 'baca', 'presiden', 'kominfo', 'umum', 'hoaks', 'covid', 'covid', 'vaksin', 'vaksincovid', 'vaksinasicovid', 'vaksinasinasional']"
0,"['ribut', 'vaksin', 'vaksinasinasional']"
1,"['vaksin', 'who', 'apresiasi', 'indonesia', 'vaksinuntukindonesia', 'vaksinasinasional']"
0,"['gin', 'gara', 'percaya', 'konspirasi', 'covid', 'indonesia', 'guru', 'vaksinasinasional', 'yogyakarta', 'vaksinasi', 'contoh', 'guru', 'kolom', 'komentar', 'pandemictalks', 'tolak', 'hadir', 'vaksinasi', 'aduh']"
0,"['jerat', 'picu', 'rizieq', 'shihab', 'anak', 'buah', 'akibat', 'ingkar', 'karantina', 'bugar', 'indonesiamaju', 'vaksinasinasional']"
0,"['teliti', 'vaksin', 'astrazeneca', 'sebab', 'trombosis', 'otak', 'langka', 'who', 'vaksinasinasional']"
1,"['gin', 'harga', 'vaksin', 'covid', 'inggris', 'murah', 'ketimbang', 'vaksin', 'sinovac', 'china', 'vaksin', 'vaksincovid', 'sinovac', 'astrazeneca', 'vaksinasinasional']"
1,"['who', 'apresiasi', 'perintah', 'indonesia', 'tangan', 'pandemi', 'corona', 'vaksinasinasional']"
1,"['sukses', 'vaksinasinasional']"
1,"['vaksinasi', 'covid', 'rni', 'target', 'produksi', 'juta', 'jarum', 'suntik', 'vaksinasinasional']"
1,"['jaga', 'tua', 'sebar', 'virus', 'vaksinasi', 'covid', 'vaksinasinasional']"
1,"['bagi', 'vaksinasi', 'kantor', 'bps', 'tahap', 'sabtu', 'maret', 'alhamdulillah', 'kumpul', 'vaksincovid', 'vaksinasinasional']"
1,"['mendagri', 'program', 'vaksin', 'harap', 'pulih', 'ekonomi', 'wisata', 'bal', 'ayovaksin', 'vaksinasinasional']"
0,"['akalakalan', 'hrs', 'hadir', 'sidang', 'kumpul', 'ikut', 'pandemi', 'pn', 'jaktim', 'jokowi', 'vaksinasinasional']"
1,"['program', 'vaksinasi', 'covid', 'kabupaten', 'bekas', 'jalan', 'suci', 'ramadhan', 'vaksinasinasional', 'vaksinasicovid', 'vaksinuntukkita', 'vaksinasi', 'vaksin', 'vaksinasicovidkabupatenbekasi', 'vaksinuntukindonesia', 'kabupatenbekasi', 'bekas']"
1,"['turun', 'aktif', 'vaksinasi', 'kota', 'tegal', 'indonesia', 'turun', 'angka', 'kepala', 'dinas', 'sehat', 'kota', 'tegal', 'sri', 'primawati', 'indraswari', 'senin', 'vaksinasinasional', 'dinaskesehatan', 'kotategal']"
1,"['badan', 'terima', 'vaksin', 'siap', 'jaga', 'imun', 'tubuh', 'vaksinasi', 'covid', 'baik', 'indonesia', 'vaksinasinasional', 'vaksinsuksesakhiripandemi']"
1,"['vaksinasi', 'target', 'tips', 'imunitas', 'lansia', 'jaga', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']"
1,"['healthies', 'sempat', 'damping', 'bawa', 'lansia', 'vaksinasi', 'tunggu', 'yuk', 'daftar', 'lansia', 'sentra', 'vaksinasi', 'dekat', 'vaksinasi', 'vaksinasinasional']"
0,"['jerat', 'pasal', 'rizieq', 'shihab', 'serta', 'anak', 'buah', 'langgar', 'karantina', 'sehat', 'indonesiamaju', 'vaksinasinasional']"
0,"['guru', 'suntik', 'vaksin', 'jelang', 'uji', 'coba', 'ptm', 'purbalingga', 'vaksinasinasional', 'guru', 'infopurbalingga', 'purbalingga']"
1,"['sudah', 'suntik', 'ulang', 'vaksin', 'vaksinasinasional']"
1,"['sempat', 'vaksin', 'ayo', 'vaksin', 'vaksinasinasional', 'vaksinasiberdampakbaik']"
1,"['tekan', 'corona', 'bumn', 'sentra', 'vaksin', 'keren', 'vaksinasinasional', 'bumnuntuknegeri']"
1,"['alhamdulillah', 'terima', 'vaksin', 'tahap', 'vaksinasicovid', 'vaksinasinasional']"
1,"['riwayat', 'diabetes', 'guru', 'sulteng', 'tinggal', 'vaksin', 'covid', 'vaksinasinasional']"
0,"['uni', 'eropa', 'nyata', 'beku', 'darah', 'efek', 'samping', 'vaksin', 'astrazeneca', 'eropa', 'vaksin', 'vaksinasinasional', 'astrazeneca', 'holopiscom']"
1,"['maklumat', 'palsu', 'sebar', 'vaksin', 'maklumat', 'kini', 'vaksin', 'sarawak', 'vaksinsarawak', 'vaksinasinasional', 'vaksinasi']"
1,"['menteri', 'kabinet', 'presiden', 'indonesiamaju', 'keras', 'kejar', 'program', 'vaksinasinasional', 'mas', 'menteri', 'didik', 'nadiem', 'fokus', 'tenaga', 'didik', 'prioritas', 'vaksinasi']"
1,"['vaksin', 'obat', 'tubuh', 'kuat', 'hadap', 'covid', 'mari', 'dukung', 'vaksinasi', 'waspada', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']"
1,"['perintah', 'buka', 'sentra', 'layan', 'vaksinasinasional', 'lansia']"
1,"['disiplin', 'protokol', 'sehat', 'kunci', 'cepat', 'tanggulang', 'covid', 'vaksindemipulihkanri', 'vaksinasinasional']"
1,"['perintah', 'upaya', 'kembang', 'ada', 'vaksin', 'covid', 'cegahcovid', 'vaksin', 'vaksinasinasional']"
1,"['guru', 'padaherang', 'jalan', 'vaksinasi', 'tahap', 'vaksinasinasional', 'info', 'beritaterkini', 'covid', 'poskotajabar']"
1,"['diplomasi', 'vaksin', 'upaya', 'perintah', 'vaksinasinasional']"
0,"['koran', 'rakyat', 'merdeka', 'vaksin', 'made', 'in', 'awan', 'kulit', 'nusantara', 'jeroan', 'amerika', 'indonesia', 'vaksinnusantara', 'vaksinuntukkita', 'vaksinasinasional', 'vaksin', 'awan', 'dpr', 'vaksin', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']"
1,"['sinergitas', 'ppkmmikro', 'vaksinasinasional', 'disiplin', 'hasil', 'tekan', 'sebar', 'covid']"
1,"['vaksin', 'lawan', 'covid', 'cinta', 'dukung', 'vaksin', 'waspada', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']"
0,"['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'kembang', 'vaksin', 'nusantara', 'lewat', 'tahap', 'uji', 'klinis', 'sulut', 'sentimen', 'nasionalisme', 'politikus', 'dukung', 'habishabisan', 'vaksin', 'bas', 'teknologi', 'sel', 'dendritik', 'temu', 'ahli', 'amerika', 'korantempodigital', 'korantempo']"
1,"['vaksinasi', 'tubuh', 'bentuk', 'imun', 'lindung', 'virus', 'covid', 'vaksinasigotongroyongpercepatpemulihanekonomi', 'vaksinasicovid', 'vaksinasinasional', 'vaksingotongroyongpekerja']"
1,"['vaksin', 'butuh', 'bentuk', 'antibodi', 'tubuh', 'lawan', 'virus', 'vaksin', 'vaksincorona', 'vaksinasicovid', 'vaksinasinasional', 'vaksinuntuksemua', 'antibodi', 'virus', 'lampostco']"
0,"['nadiem', 'makarim', 'wajib', 'ajar', 'tatap', 'muka', 'juli', 'guru', 'vaksin', 'covid', 'sekolah', 'kbm', 'ajar', 'nadiemmakarim', 'vaksinasinasional']"
0,"['jam', 'tunggu', 'vaksinansi', 'tugas', 'piket', 'tidak', 'kotatasikmalaya', 'dinkesri', 'dinaskesahatantasikmalaya', 'puskesmascilembang', 'vaksinasinasional', 'satgascovidtasikmalaya']"
1,"['abdi', 'dalam', 'keraton', 'yogyakarta', 'vaksin', 'covid', 'vaksinasinasional', 'yogyakarta', 'holopiscom']"
1,"['dukung', 'program', 'vaksinasi', 'nasional', 'cepat', 'capa', 'herd', 'immunity', 'vaksinasinasional']"
1,"['indonesia', 'alami', 'tsunami', 'covid', 'india', 'masyarakat', 'disiplin', 'protokol', 'sehat', 'vaksinasinasional']"
1,"['vaksinasi', 'covid', 'masyarakat', 'vaksinasinasional']"
1,"['dukung', 'vaksinasi', 'vaksinasinasional']"
0,"['koran', 'rakyat', 'merdeka', 'antre', 'tidak', 'vaksin', 'tinggalin', 'aja', 'vaksin', 'vaksinasicovid', 'vaksinasinasional', 'rakyatmerdeka', 'rmid']"
1,"['covid', 'hilang', 'negara', 'tumbuh', 'ekonomi', 'mari', 'dukung', 'program', 'vaksinasitetap', 'waspada', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']"
1,"['kirakira', 'sentra', 'vaksin', 'bumn', 'hadir', 'lagi', 'yak', 'asa', 'tunggu', 'audisi', 'idol', 'vaksinasinasional', 'bumnuntuknegeri']"
1,"['kemenkes', 'pasti', 'vaksinasi', 'covid', 'laksana', 'ramadhan', 'vaksinasinasional', 'vaksinuntukpulihkanri', 'holopiscom']"
1,"['presiden', 'joko', 'widodo', 'jokowi', 'tinjau', 'vaksinasi', 'massal', 'dermaga', 'husekaa', 'hitu', 'kabupaten', 'malu', 'tengah', 'proses', 'vaksinasi', 'jalan', 'lancar', 'vaksinasi', 'jokowi', 'covid', 'herdimmunity', 'vaksinasinasional']"
1,"['juta', 'dosis', 'vaksin', 'pakai', 'astrazeneca', 'covax', 'facility', 'indonesia', 'senin', 'april', 'datang', 'vaksin', 'tahap', 'sembilan', 'datang', 'vaksin', 'desember', 'covid', 'vaksin', 'vaksinasinasional']"
1,"['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia']"
1,"['covid', 'mutasi', 'sebar', 'luas', 'seluruh', 'dunia', 'indonesia', 'mudah', 'sebar', 'mari', 'senantiasa', 'patuh', 'prokes', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']"
1,"['mui', 'keluar', 'fatwa', 'vaksinasi', 'batal', 'puasa', 'wakil', 'presiden', 'kh', 'maruf', 'amin', 'vaksinasi', 'covid', 'laksana', 'ramadhan', 'batal', 'puasa', 'siap', 'vaksin', 'indonesia', 'bebas', 'covid', 'aamiin', 'vaksinasinasional']"
0,"['sudah', 'vaksin', 'positif', 'covid', 'bagaimana', 'serius', 'vaksinasinasional', 'vaksinpulihkanbangsa', 'vaksin']"
1,"['dukung', 'vaksinasi', 'ptoyokol', 'sehat', 'cepat', 'tangan', 'covid', 'pulih', 'ekonomi', 'nasional', 'vaksinasinasional', 'likeforlikes']"
0,"['jerat', 'pasal', 'rizieq', 'shihab', 'serta', 'anak', 'buah', 'karena', 'pelaggran', 'karantina', 'sehat', 'indonesiamaju', 'vaksinasinasional']"
1,"['lupa', 'gera', 'vaksinasi', 'covid', 'vaksinasinasional']"
0,"['vaksin', 'tidak', 'efek', 'samping', 'vaksinasinasional', 'vaksinuntukkita']"
1,"['milik', 'megawati', 'back', 'up', 'lu', 'salambanteng', 'vaksinasinasional', 'hate', 'neema', 'anjritt', 'paris', 'hongkong', 'hilang', 'zurich']"
1,"['vaksinasi', 'covid', 'batal', 'puasa', 'vaksincovid', 'vaksinasinasional']"
1,"['karo', 'penmas', 'divisi', 'humas', 'polri', 'brigjen', 'rusdi', 'hartono', 'polri', 'temu', 'edar', 'vaksin', 'palsu', 'indonesia', 'vaksinasinasional']"
1,"['gotong', 'royong', 'sukses', 'program', 'vaksinasi', 'massal', 'perintah', 'sektor', 'pariwisata', 'bal', 'pemda', 'kolaborasi', 'sukses', 'program', 'vaksinasi', 'massal', 'gratis', 'masyarakat', 'laku', 'usaha', 'pariwisata', 'siap', 'vaksin', 'indonesia', 'bebas', 'covid', 'vaksinasinasional']"
0,"['sinovaclolosujiwho', 'vaksinasinasional', 'cepat', 'sekjen', 'komite', 'olimpiade', 'indonesia', 'koi', 'ferry', 'kono', 'atlet', 'indonesia', 'laga', 'olimpiade', 'tokyo', 'vaksin', 'jepang', 'atlet', 'mayoritas', 'terima', 'vaksin', 'sinovac', 'boleh', 'jepang']"
0,"['survei', 'fsgi', 'guru', 'usia', 'muda', 'tolak', 'ikut', 'program', 'vaksinasi', 'vaksinuntukkita', 'vaksinasinasional']"
1,"['tugas', 'bandara', 'soekarnohatta', 'jalan', 'vaksinasi', 'anti', 'covid', 'vaksinasinasional', 'soetta']"
1,"['tenaga', 'ahli', 'kominfo', 'donny', 'budi', 'utoyo', 'upaya', 'berantas', 'penyebaranm', 'hoaks', 'kait', 'program', 'vaksinasi', 'covid', 'baca', 'lengkap', 'covid', 'hoaks', 'kominfo', 'vaksinasinasional']"
1,"['ravel', 'dukung', 'program', 'vaksinasi', 'nasional', 'vaksinasi', 'lengkap', 'covid', 'vaksinasinasional', 'amandanhalal']"
1,"['jaga', 'protokol', 'sehat', 'cegah', 'sebar', 'covid', 'vaksinaman', 'vaksinasinasional']"
0,"['perintah', 'tolong', 'usaha', 'swasta', 'emng', 'tidak', 'dpat', 'vaksin', 'gimna', 'sudah', 'orang', 'aja', 'ini', 'positif', 'repot', 'jdinya', 'partner', 'tidak', 'vaksinasinasional', 'covid']"
0,"['kerja', 'kena', 'dampak', 'covid', 'forumkaskus', 'ehtahu', 'tidak', 'kerja', 'kena', 'dampak', 'covid', 'kerja', 'indonesiadermawan', 'vaksinasinasional', 'sehat', 'sembuh']"
0,"['harihari', 'check', 'senarai', 'bagai', 'terima', 'vaksin', 'malang', 'belum', 'rezeki', 'daftar', 'lantaiempat', 'vaksinasinasional']"
0,"['guru', 'paruh', 'baya', 'kota', 'padang', 'kabar', 'pingsan', 'vaksin', 'fakta', 'padang', 'sumbar', 'vaksinasinasional', 'vaksinuntukindonesia']"
1,"['komorbid', 'aman', 'vaksin', 'covid', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'nasional', 'satgascovid', 'ingatpesanibu', 'pakaimasker', 'jagajarak', 'cucitangan', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']"
1,"['mari', 'jaga', 'ikhtiar', 'hilang', 'pandemi', 'vaksinasinasional', 'bentuk', 'kebal', 'komunitas']"
1,"['koordinator', 'komunikasi', 'publik', 'kpcpen', 'arya', 'sinulingga', 'program', 'vaksinasi', 'gotong', 'royong', 'tanggal', 'mei', 'vaksingotongroyong', 'vaksinasinasional', 'covid']"
1,"['lupa', 'vaksin', 'teman', 'ayovaksin', 'vaksinasi', 'vaksinasinasional']"
0,"['edar', 'isu', 'vaksin', 'palsu', 'polri', 'dukung', 'satgas', 'covid', 'vaksindemipulihkanri', 'vaksinasinasional', 'vaksinuntukkita', 'vaksincovid', 'vaksinuntukrakyatindonesia']"
0,"['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'awan', 'jabat', 'bagai', 'menteri', 'sehat', 'bayang', 'gaduh', 'ttg', 'vaksin', 'nusantara', 'ybs', 'habis', 'juang', 'penting', 'jabat', 'jajar', 'kemenkes']"
1,"['koordinator', 'komunikasi', 'publik', 'kpcpen', 'arya', 'sinulingga', 'program', 'vaksinasi', 'gotong', 'royong', 'tanggal', 'mei', 'vaksingotongroyong', 'vaksinasinasional', 'covid']"
0,"['fpi', 'bubar', 'mana', 'bukti', 'nujum', 'fpi', 'teroris', 'ancang', 'majemuk', 'indonesiamaju', 'vaksinasinasional']"
1,"['indonesia', 'vaksin', 'vaksinasinasional']"
0,"['koran', 'rakyat', 'merdeka', 'vaksinasi', 'covid', 'juta', 'hari', 'mimpi', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'covid', 'covid', 'nasional', 'rakyatmerdeka', 'rmid']"
1,"['puji', 'who', 'indonesia', 'tangan', 'pandemi', 'newnormal', 'vaksinasinasional']"
1,"['jusuf', 'kalla', 'vaksin', 'mandiri', 'bantu', 'cepat', 'program', 'vaksinasi', 'covid', 'vaksinasinasional']"
1,"['vaksinasi', 'covid', 'ntt', 'tunda', 'dampak', 'bencana', 'siklon', 'tropis', 'seroja', 'vaksin', 'vaksinasinasional', 'vaksinuntukindonesia', 'holopiscom']"
1,"['terimakasih', 'perintah', 'indonesia', 'vaksin', 'covid', 'vaksincovid', 'vaksinasi', 'vaksinasinasional', 'indonesia', 'indonesiamaju']"
1,"['puasa', 'halang', 'bentuk', 'daya', 'tahan', 'tubuh', 'vaksin', 'vaksinasinasional', 'vaksinuntukrakyatindonesia', 'vaksindorongpemulihanri']"
1,"['timbul', 'kerumun', 'gmni', 'laksana', 'vaksinasi', 'covid', 'pandeglang', 'evaluasi', 'pandeglang', 'vaksinasinasional']"
1,"['prioritas', 'vaksin', 'gotong', 'royong', 'tentu', 'dasar', 'zonasi', 'vaksinasinasional']"
1,"['ikhtiar', 'presiden', 'jokowi', 'laku', 'hukum', 'adil', 'tebang', 'pilih', 'jokowi', 'vaksinasinasional']"
1,"['jelas', 'efek', 'samping', 'vaksin', 'covid', 'lansia', 'jadwal', 'april', 'balikpapan', 'corona', 'covid', 'covid', 'balikpapan', 'kalimantan', 'kalimantantimur', 'indonesia', 'coronavirus', 'vaksinuntukkita', 'vaksinasinasional', 'vaksincorona', 'vaksinpulihkannegeri']"
1,"['nyokap', 'sudah', 'tahun', 'vaksin', 'terima kasih', 'bumn', 'sudah', 'sentra', 'vaksin', 'vaksinasinasional', 'bumnuntuknegeri']"
1,"['laksana', 'vaksinasi', 'yakin', 'dampak', 'positif', 'vaksinasinasional']"
0,"['guru', 'tenaga', 'didik', 'vaksin', 'covid', 'kota', 'tangerang', 'selatan', 'vaksinasinasional', 'vaksinasiberdampakbaik', 'vaksinasi', 'vaksinuntukkita', 'vaksinmandiriatasipandemi', 'corona', 'vaksinuntukkebaikanri', 'vaksinuntukpulihkanri', 'vaksin']"
0,"['jerat', 'pasal', 'rizieq', 'shihab', 'serta', 'anak', 'buah', 'krena', 'pelanggran', 'karantina', 'sehat', 'indonesiamaju', 'vaksinasinasional']"
1,"['ribu', 'tenaga', 'didik', 'magetan', 'terima', 'vaksin', 'covid', 'beriamagetan', 'vaksinasinasional', 'vaksincovid', 'tenagapendidik']"
1,"['erick', 'sentra', 'vaksinasi', 'senayan', 'lansia', 'daftar', 'kesana', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']"
1,"['mari', 'dukung', 'vaksinasi', 'nasional', 'vaksinasinasional']"
0,"['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'nongol', 'timeline', 'belum', 'anyway', 'they', 'want', 'to', 'make', 'it', 'political', 'lets', 'make', 'it', 'political', 'tidak', 'nusantara', 'dr', 'vaksin', 'nusantara', 'bodoh', 'masy', 'politik', 'tarik', 'dukung', 'langkah', 'ilmu', 'tahu', 'untungny', 'industri', 'farmasi', 'asing']"
1,"['yuk', 'sukses', 'program', 'vaksinasi', 'nasional', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'lawancovid']"
1,"['vaksinasi', 'tembus', 'juta', 'indonesia', 'vaksinasinasional', 'vaksinsuksesakhiripandemi', 'vaksindemipulihkannkri']"
0,"['fpi', 'bubar', 'mana', 'fakta', 'fpi', 'teroris', 'dalang', 'masalah', 'indonesiamaju', 'vaksinasinasional']"
1,"['kamar', 'dagang', 'industri', 'indonesia', 'kadin', 'provinsi', 'lampung', 'dorong', 'usaha', 'daftar', 'program', 'vaksinasi', 'gotong', 'royong', 'kadin', 'kadinlampung', 'vaksin', 'vaksinasinasional', 'vaksingotongroyong', 'vaksincovid', 'lampostco']"
1,"['direktur', 'jenderal', 'who', 'tedros', 'adhanom', 'ghebreyesus', 'apresiasi', 'indonesia', 'kait', 'upaya', 'tangan', 'pandemi', 'covid', 'vaksinasinasional']"
0,"['yaallah', 'kesel', 'bgttt', 'tugas', 'pintu', 'vaksin', 'prpp', 'moga', 'tuh', 'layan', 'masyarakat', 'ngatur', 'pake', 'bentak', 'bentak', 'rata', 'rata', 'serta', 'vaksin', 'sudah', 'tua', 'tidak', 'atittude', 'bagaimana', 'vaksinasinasional', 'covid']"
1,"['dampak', 'positif', 'vaksin', 'covid', 'vaksin', 'vaksinasinasional', 'newnormal']"
0,"['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'tompi', 'dukung', 'artis', 'kl', 'bs', 'penuh', 'syarat', 'tidak', 'laksana', 'pecel', 'lele']"
0,"['koran', 'rakyat', 'merdeka', 'ragu', 'bpom', 'vaksin', 'made', 'in', 'awan', 'tawan', 'indonesia', 'awan', 'vaksin', 'vaksinasinasional', 'vaksinnusantara', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']"
1,"['perintah', 'tekad', 'perhati', 'kondisi', 'umat', 'islam', 'tengah', 'jalan', 'puasa', 'vaksinasinasional', 'ramadhan']"
0,"['gambar', 'orang', 'panas', 'vaksin', 'vaksinasinasional']"
1,"['sanksi', 'tingkat', 'patuh', 'masyarakat', 'terap', 'protokol', 'sehat', 'vaksinasinasional']"
