tweet,label
APARAT TNI TURUN LANGSUNG AMANKAN PELAKSANAAN IBADAH PASKAH. #Korem163Wirasatya #tni_ad #kodam_ix_udayana #puspen_tni #penrem163wirasatya #pendamixudayana #puspenad #humasbangli #infobali #3M_3T #cucitangan #pakaimasker #jagajarak #bersamalawancorona #VaksinasiNasional,1
Kok mau vaksin kaya rebutan sembako ya.... Siapa cepat dia dapat... #VaksinasiNasional,0
250 ribu orang sudah divaksinasi di Indonesia #VaksinasiNasional,1
Banyak maklumat palsu tersebar mengenai vaksin. Ini maklumat terkini! #vaksin #sarawak #vaksinsarawak #VaksinasiNasional #vaksinasi,1
5 Tempat Orang Sering Tidak Patuh #PakaiMasker - - #lawancovid19 #gerakan5m #protokolkesehatan #vaksinasinasional #papuaindonesia #papua #papuabarat #sorong #manokwari #manokwariselatan #pegununganarfak #kotasorong #sorongselatan #tambrauw #fakfak #kaimana #bintuni #wondama,0
Aku sudah vaksin !!!!! #VaksinUntukKita #LindungDiriLindungSemua #VaksinDemiPulihkanRI #VaksinasiNasional,1
FPI meramalkan dibubarkan. dimana keterangan menengok nasib menuturkan bahwa FPI adalah teroris dan pengatur beraneka macam persoalan #IndonesiaMaju #VaksinasiNasional,0
"Pemerintah Izinkan Mudik Lebaran 2021 dengan Alasan Program Vaksinasi, Mardani Ali Sera: Kebijakan Ceroboh #Mudik #Lebaran2021 #VaksinasiNasional",0
"Gokil dtg jam 11 pagi, antri mulai jam 1 kelar jam stgh 5 sore #VaksinasiNasional",0
"FPI tlah dibubarin, di mana fakta tlh menyebutkan bhwa FPI merupkn teroris dn dalang brbagai pemasala #IndonesiaMaju #VaksinasiNasional",0
Mendapat kesempatan Vaksin C19 Ayo vaksin !! #VaksinasiNasional #vaksinasiberdampakbaik,1
Uni Eropa Nyatakan Kasus Pembekuan Darah Efek Samping Vaksin AstraZeneca  via @holopiscom @uni_eropa @AstraZeneca #Vaksin #VaksinasiNasional #AstraZeneca #holopiscom,0
Kalau impor ditujukan untuk menambah stok dan suplai perlu kita dukung #Jokowi #VaksinasiNasional,0
"Covid mutasi B117 sudah menyebar luas keseluruh dunia, dan juga sudah masuk ke Indonesia. Hal ini terjadi karena B117 sangat mudah menyebar! mari kita senantiasa patuhi prokes! #VaksinasiNasional #TetapDirumahAja #Vaksinasi #mutasibaru #Waspada Jangan Mudik",1
"#Ritam98 🇮🇩 Tentang #Vaksinasi #Vaksin #Covid19 #VaksinasiNasional di #Indonesia  RT @RodriChen: Kenapa ini g nongol di timeline gue ya, sblmny? Anyway, they want to make it political, let's make it political. Tdk ada yg Nusantara dr Vaksin Nusantara. Itu semua pembodohan masy & politik utk menarik dukungan, melangkahi ilmu pengetahuan demi untungny industri farmasi asing.",0
"posisi jkw jrlas, teu setju dgn usul mosok jbtan prsiden tiga periode #IndonesiaMaju #VaksinasiNasional",1
dukung vaksinasi #VaksinasiNasional,1
takut jadi titan wkwkw #VaksinasiNasional #Vaksin,0
"Mentang-mentang Sudah Vaksin Covid, Lupa Protokol Kesehatan Klaster Perkantoran Jakarta Meningkat  lewat @wartakotalive #COVID19 #CovidHelp #klaster #coronavirus #VaksinasiNasional",0
"Pendaftaran CPNS Buka 31 Mei 2021, Simak Strategi Pemilihan Lowongannya  #pakaimasker #jagajarak #cucitangan #BerkahUntukSemua #VaksinasiNasional #IndonesiaBersinar #jagakesehatan #BUMNBangkit #bersamalawancorona #dirumahaja #cpns #IndonesiaMaju #cuacacerah",1
"Jokowi, Petruk dan Pinokio  Download aplikasi Tribunnews untuk update berita terbaru Dapatkan untuk Android:  #Jokowi #Petruk #Pinokio #VaksinasiNasional",0
"Vaksinasi Gotong Royong Rp500.000, Berikut Profil Jenis Vaksin Covid-19 yang Digunakan Pemerintah #VaksinasiNasional #Vaksinasi #gotongroyongsemuatertolong #COVID19",0
Vaksin menyelamatkan keluarga anda #VaksinasiNasional,1
PPKM Mikro + Vaksinasi + 5M = Kunci Sukses Penanganan Covid-19 #VaksinDorongPemulihanRI #VaksinasiNasional,1
"Habis divaksin Coronavak, efeknya mengantuk dan skrg kok serasa demam ya #VaksinasiNasional #LangkahBaikDemiNegeri #MakinBanggaBuatanIndonesia #LiburanHindariKerumunan #HariBerbagiNasional #IkatanCintaEp262",0
"sekarang tinggal daftar dan lo bisa vaksin di sentra vaksin BUMN, keren sih ini. #vaksinasinasional #BUMNuntuknegeri #IndonesiaKita",1
"FPI tlah di bubarkan, dimn fakta tlah menyebutkan bhwa FPI mrpk teroris dn dalang brbagai pemasala #IndonesiaMaju #VaksinasiNasional",0
Top News Koran Rakyat Merdeka Diragukan BPOM Vaksin Made In Terawan Ternyata Tak Menawan @BPOM_RI #terawan #vaksin #VaksinasiNasional #VaksinNusantara #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMid,0
Semoga makin membaik #vaksinasi #VaksinasiNasional #COVID19,1
Indonesia Siap di Vaksin #VaksinasiNasional,1
#Ritam98 🇮🇩 Tentang #Vaksinasi #Vaksin #Covid19 #VaksinasiNasional di #Indonesia  RT @dr_tompi: Mau didukung 1000 artis pun kl tidak bs memenuhi syarat ya Gak Bisa dilaksanakan. Ini bukan bikin pecel lele,0
Masih banyak daerah2 lain yang belum maksimal program vaksinasi. #vaksincovid #VaksinasiNasional #FreeHabibRizieqShihab #EXO_Targeted_Teaser1 #IkatanCintaEp291,0
#Ritam98 🇮🇩 Tentang #Vaksinasi #Vaksin #Covid19 #VaksinasiNasional di #Indonesia  RT @kurawa: IDI ini terlalu sibuk menyalahkan ini itu atas lemahnya sistem kesehatan di Indonesia.. Tetapi mereka tidak pernah mau melihat apa kekurangan mereka di mata Pasien di Indonesia.. Introspeksi dong jangan terlalu sibuk urusin Terawan melulu 😁🤭,0
Mari bersama kita dukung upaya dan kerja keras dari para tenaga kesehatan dan pemerintah yang terus bekerja siang dan malam melaksanakan #VaksinasiNasional,1
Patuhi protokol kesehatan dan vaksinasi merupakan kewajiban muslim #VaksinasiNasional,1
"Vaksinasinya Masih Jauh Dari Target, Ini 3 Tips Agar Imunitas Lansia Tetap Terjaga #Vaksin #Vaksinasi #VaksinasiNasional #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMid",1
"Ditemani Gibran, Kapolri Tinjau Vaksinasi Massal di Balai Kota Surakarta  #VaksinCovid19 #VaksinasiNasional",1
"Presiden Joko Widodo (Jokowi) meninjau vaksinasi massal di Dermaga Huseka’a Hitu, Kabupaten Maluku Tengah. Ia melihat proses vaksinasi berjalan lancar. #vaksinasi #jokowi #covid_19 #herdimmunity #VaksinasiNasional",1
#sinovaclolosujiwho #VaksinasiNasional harus dipercepat @KemenkesRI RT @pasfm: Sekjen Komite Olimpiade Indonesia (KOI) Ferry Kono memastikan atlet Indonesia yang berlaga dalam Olimpiade Tokyo tidak perlu divaksin lagi setibanya di Jepang nanti. Para atlet yang mayoritas telah menerima vaksin Sinovac dipastikan diperbolehkan masuk Jepang,0
"yakali gak vaksinasi, demi lo dan org sekitar lo juga, udah dikasih sentra vaksin BUMN biar gak ribet. #vaksinasinasional #BUMNuntuknegeri",1
Puasa tak halangi pembentukan daya tahan Tubuh usai Vaksin #VaksinasiNasional #VaksinUntukRakyatIndonesia #vaksindorongpemulihanri,1
"Tak Ingin RI Alami Tsunami Covid seperti India, Diminta Agar Masyarakat selalu Disiplin Protokol Kesehatan. #VaksinasiNasional",1
"Kuota Habis, Vaksinasi Pedagang Di BSD Junction Ricuh -   #VaksinasiNasional #ricuh @humastangsel",0
jeratan pencetus rizieq shihab berikut anak buahnya gara-gara pengingkaran karantina kesegaran #IndonesiaMaju #VaksinasiNasional,0
Akal bulusnya kecium banget dah... ingin hadir di persidangan tapi tujuannya ingin kumpulin pengikutnya #Jokowi #VaksinasiNasional,0
"Setelah Semarang, Panglima TNI & Kapolri Lanjutkan Serbuan Vaksinasi ke Surabaya  via @holopiscom @TjahjantoHadi @Puspen_TNI @DivHumas_Polri #VaksinasiNasional #VaksinCOVID19 #holopiscom",1
Epidemiolog menghimbau masyarakat agar tak perlu panik terkait isu vaksin astrazeneca. #VaksinasiNasional,1
"""SEMUA nantinya bisa terlindungi dan tidak terpapar oleh Covid, sehingga bisa beraktivitas seperti biasa"", harap Presiden RI Joko Widodo yang menyaksikan proses vaksinasi dan beramahtamah dengan mereka. #jokowi @jokowi #VaksinasiNasional #vaksinuntukkita",1
Yuk buat kebal dari covid-19 dengan vaksinasi #CikeasPelindungRadikal #VaksinasiNasional RT @Mammank16: Ayo vaksin dan patuh selalu protokol kesehatan,1
Top News Koran Rakyat Merdeka Vaksin Covid-19 Untuk Semua Warga Indonesia Penyandang Disabilitas Layak Dapat Kesetaraan Vaksinasi #Vaksinasi #Vaksin #VaksinasiNasional #Nasional #Corona #coronavirus #COVID19 #Covid_19 #COVID #RakyatMerdeka #RMid,1
"Lebih dari 4,7 Juta Orang Telah Divaksin  #Vaksin #Covid19 #VaksinasiNasional #indoposco",1
Alhamdulillah Sudah menerima Vaksin tahap I #VaksinasiCovid19 #VaksinasiNasional,1
wah keren nih BUMN bikin sentra vaksinasi di senayan. #vaksinasinasional #BUMNuntuknegeri #IndonesiaKita,1
Sebanyak 300 Orang Guru di Padaherang Jalani Vaksinasi Tahap 2  via @PoskotaJ #VaksinasiNasional #info #BeritaTerkini #covid19 #poskotajabar,1
Disiplin prokes setelah di vaksin yaa #VaksinasiNasional,1
Indonesia mengajukan usul untuk menjadi pusat vaksin di Asia Tenggara dalam konteks kerjasama vaksin jangka panjang #VaksinasiNasional,1
"Dukung Vaksin Mandiri, JK: Ringankan Beban Pemerintah #VaksinasiNasional",1
Ayo terapkan 5M yaaa #VaksinasiNasional #vaksinsuksesakhiripandemi #StayHome,1
"TOKOH lintas agama diutamakan oleh Presiden RI Joko Widodo, agar aktifitasnya dalam rangka keagamaan bisa berjalan baik. #jokowi #VaksinasiNasional @jokowi",1
sudah vaksin #vaksincovid19 #VaksinasiNasional @CokelatErnest,1
".Hari-hari saya check sekiranya tersenarai sbgai penerima vaccine, malangnya blom ada rezeki. Perlukah saya mendaftar di #lantaiempat ??#VaksinasiNasional",0
"Guru Paruh Baya di Kota Padang Dikabarkan Pingsan usai Vaksin, Ini Faktanya  #padang #sumbar #VaksinasiNasional #VaksinUntukIndonesia",0
"pemerintah tolong ini perusahaan swasta emng gk dpat vaksin atau gimna ya, udh 2 org aja ni yg positif repot juga jdinya kalo partner gk ada. #VaksinasiNasional #COVID19",0
"Ayo mari kita vaksin, agar keluarga anda bisa memutuskan rantai penyebaran covid-19 #VaksinasiNasional #VaksinSelamatkanBangsa",1
Dukung pemerintah kembangkan vaksin merah putih. #VaksinasiNasional,1
Kebijakan impor beras kali ini untuk penuhi kebutuhan masyarakat akibat pandemi Covid-19. Jangan asal tuduh #Jokowi #VaksinasiNasional,0
Top News Koran Rakyat Merdeka Vaksin Made In Terawan Kulitnya: Nusantara Jeroannya: Amerika @BPOM_RI #vaksinnusantara #VaksinUntukKita #VaksinasiNasional #vaksin #Terawan #DPR #Vaksin #Corona #coronavirus #COVID19 #Covid_19 #COVID #RakyatMerdeka #RMid,0
"liat orang2 lg divaksin enak bgt pada buka hp buat selfie/ngeshoot video. aq mah apa, boro2 buka hp, buka mata buat liat jarum aja ogahh 🥺 #VaksinasiNasional #vaksinmembawadampakbaik",0
Corona B117 memiliki kemampuan sebar cepat! mari kita selalu patuhi prokes #VaksinasiNasional #TetapDirumahAja #Vaksinasi #mutasibaru #Waspada Jangan Mudik,1
Bio Farma Siap Datangkan 15 Juta Dosis Sinopharm untuk Vaksinasi Gotong Royong @purnama_rijal @AriefMunajad @biofarmaID @KemenBUMN @erickthohir @SuaraPemerintah #VaksinasiNasional #vaksinasinyamanbumn #suarapemerintah  via @SuaraPemerintah,1
"Vaksinasi Covid-19 Tokoh Agama di Jakarta Utara Ditargetkan Rampung Tiga Hari, Berikut Penjelasannya  #vaksinasicovid19 #VaksinCovid19 #VaksinasiNasional #vaksinuntukkita #vaksincovid #viruscorona #COVID19 #vaksinuntukrakyatindonesia #VaksinSinovac",1
"YaAllah masih kesel bgttt sama petugas di pintu depan vaksin kedua prpp, smg. mereka tuh kan pelayan masyarakat kenapa ngatur pake bentak bentak yang rata rata peserta vaksinnya udah orang tua.. ga punya atittude apa gimana? #VaksinasiNasional #COVID19 @jokowi",0
"Tunggu Apa Lagi, Ayo Segera Vaksin!! #VaksinasiNasional",1
"Keberhasilan pengembangan vaksin merah putih dan vaksin nusantara, bukti Indonesia menuju kemandirian farmasi #VaksinasiNasional",1
Ayo vaksin. Demi kembali normalnya indonesia #VaksinasiNasional,1
"Di dalam ketaatan harusnya tidak ada ketakutan... Warga negara yang baik, taat aturan.... All is well #VaksinasiNasional",1
Mari basmi Corona dengan vaksinasi #VaksinasiNasional,1
"Gini amat ya, gara-gara percaya konspirasi #COVID19 #Indonesia #guru #VaksinasiNasional #yogyakarta #Vaksinasi RT @firdzaradiany: ini ada contoh guru di kolom komentar PandemicTalks, malah menolak (tidak hadir) saat vaksinasi. aduh :(",0
Terima kasih ya @traveloka udah diajakin acara #VaksinasiNasional #COVID19Vaccine di JEC hari ini.,1
Marilah kita terus menjaga dan melakukan ikhtiar bersama dalam menghilangkan pandemi ini melalui #VaksinasiNasional untuk membentuk kekebalan komunitas.,1
"Yuk, nonton pagelaran seni dan bincang-bincang tentang Vaksinasi Covid-19 dan pemulihan Ekonomi di Provinsi Sulawesi Selatan di channel YouTube @kemkominfo ... Kita kenal budaya Indonesia sambil terus dukung #VaksinasiNasional ~ #GPRKominfo #kpcpen @lawancovid19_id @RRI",1
"Vaksinasi COVID-19 di NTT Tertunda, Dampak Bencana Siklon Tropis Seroja  via @holopiscom @KemenkesRI @BudiGSadikin #Vaksin #VaksinasiNasional #VaksinUntukIndonesia #holopiscom",1
Pemerintah buka sentra pelayanan #VaksinasiNasional bagi lansia.,1
Indonesia bangkit dengan vaksin lawan covid #VaksinasiNasional #TetapDirumahAja #Vaksinasi #mutasibaru #Waspada Jangan Mudik,1
"Suntik 181,5 Juta Rakyat Indonesia Menkes Butuh Bantuan Swasta @KemenkesRI @BudiGSadikin #Vaksin #Vaksinasi #VaksinasiNasional #Nasional #SatgasCovid19 #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMid",1
Karo Penmas Divisi Humas Polri Brigjen Rusdi Hartono menyampaikan sampai saat ini pihak Polri belum menemukan peredaran vaksin palsu di Indonesia. #VaksinasiNasional,1
"Segini Harga Vaksin Covid-19 dari Inggris, Ternyata Lebih Murah Ketimbang Vaksin Sinovac Asal China  #Vaksin #VaksinCOVID19 #Sinovac #AstraZeneca #VaksinasiNasional",1
Duta Besar Jerman Untuk Indonesia Peter Schoof Girang Vaksin AstraZeneca Tiba Di Tanah Air #Vaksin #VaksinasiNasional #AstraZeneca #Internasional #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMid,1
Kementerian kesehatan dan pihak-pihak terkait telah berdiskusi dengan seksama untuk terus melaksanakan #VaksinasiNasional di bulan Ramadhan.,1
#VaksinasiNasional #VaksinCovid19 Vaksinasi tahap 2 untuk Pegawai/Karyawan BPBAPS di Kab.Situbondo (25/3). @s_soebjakto @HartantoNono @kkpgoid @BudidayaKKP,1
Makin ragu sama vaksin ada yg mati setelah vaksin #vaksinasi #VaksinasiNasional,0
Jangan lupa tetep menerapkan protokol kesehatan #VaksinasiNasional,1
Ingat ya !!! Tujuan impor itu semata-mata untuk mencukupi stok pangan nasional dan menstabilkan harga #Jokowi #VaksinasiNasional,0
"#RekanASN dan Sahabat Muda, para pegawai Kementerian PANRB telah melakukan vaksinasi tahap pertama. Yuk, jadi bagian untuk #SukseskanVaksinasi! Tapi ingat, meski sudah divaksin, tetap disiplin terapkan 5M, ya! __ #KemenPANRB #VaksinasiNasional #VaksinAman",1
"LIPI menjelaskan pentingnya vaksinasi covid untuk menjaga tubuh agar tidak jatuh sakit. Memeng tidak 100% menjauhkan dari penularan, tetapi jika harus tertular, tubuh tidak mengalami sakit yang parah. . @jokowi @KemenkesRI @KemenBUMN . #VaksinasiNasional",1
Terbukti aman tanpa mengandung bahan berbahaya #VaksinasiNasional,1
"Top News Koran Rakyat Merdeka Temuan Komnas KIPI Tidak Ada Kematian Pasca Suntik Vaksinasi, Masyarakat Tenang Ya #Vaksin #vaksincovid19 #VaksinasiNasional #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMid",1
Mendukung program vaksinasi #VaksinasiNasional,1
Pemerintah bertekad untuk tetap memperhatikan kondisi umat islam yang tengah menjalankan puasa pada #VaksinasiNasional di bulan Ramadhan ini.,1
"Sinergitas dari #PPKMMikro, #VaksinasiNasional dan disiplin #5M berhasil menekan penyebaran covid-19",1
Dukung vaksinasi nasional terapkan 5M! . #AyoVaksinTetap5M #Vaksin #VaksinasiNasional #indonesiasehat #Indonesia,1
Petugas vaksin hari ini 1500 target vaksin #VaksinasiNasional,1
Survei FSGI: Masih Banyak Guru Usia Muda Menolak Mengikuti Program Vaksinasi #VaksinUntukKita #VaksinasiNasional,0
wah keren nih BUMN bikin sentra vaksinasi di senayan. #vaksinasinasional #BUMNuntuknegeri,1
"Vaksinasi covid-19, RNI targetkan produksi 100 juta jarum suntik #VaksinasiNasional",1
Kita semua mendukung adanya vaksin agar Indonesia bisa pulih dari pandemi 💪💪 . #AyoVaksinTetap5M #Vaksin #VaksinasiNasional #indonesiasehat #Indonesia,1
Masih Ada 9.000 Guru dan Tenaga Pendidik Belum Divaksin Covid-19 di Kota Tangerang Selatan  #VaksinasiNasional #vaksinasiberdampakbaik #vaksinasi #VaksinUntukKita #vaksinmandiriatasipandemi #Corona #vaksinuntukkebaikanri #vaksinuntukpulihkanri #Vaksin,0
Aman dan halal #VaksinasiNasional,1
"vaksinasi merupakan bentuk kepedulian antara manusia, mrai kita dukung untuk mengurangi angka covid dinegara kita!Tetap Waspada #VaksinasiNasional #TetapDirumahAja #Vaksinasi #mutasibaru #Waspada Jangan Mudik",1
Sudah Vaksinasi Tetap lancarkan Prokes #VaksinasiNasional,1
"Marhaban ya Ramadhan, Selamat menunaikan ibadah puasa bagi Sahabat21 di mana pun Anda berada. Tetap jaga kesehatan dengan selalu melaksanakan protokol kesehatan. Ibadah lancar, tubuh sehat. #Salam21 #TulisSejarahmu #PenerbitPrabu21 #VaksinasiNasional",1
Dukung program vaksinasi untuk percepat penanganan Covid-19 #VaksinasiNasional,1
